title,duration,rating,price
Курс «Автоматизированное тестирование на Java» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.7
",79 925 ₽ 67 936 ₽
Курс «C++ разработчик» от SkillFactory,"
  Длительность: 
 12 месяцев
","
8.7
",128 124 ₽ 89 604 ₽
Профессия «iOS-разработчик» от MDA,"
  Длительность: 
 12 месяцев
","
8.7
",69 900 ₽
Курс «Docker» от Слёрм,"
  Длительность: 
 1 месяц
","
8.7
",20 000 ₽ 10 000 ₽
Курс «Архитектор высоких нагрузок» от OTUS,"
  Длительность: 
 5 месяцев
","
8.7
",80 000 ₽
Профессия «Разработчик игр на Unreal Engine 4» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.6
",245 218 ₽ 147 131 ₽
Курс «Администрирование ОС Linux» от Skillbox,"
  Длительность: 
 5 месяцев
","
8.6
",104 650 ₽ 73 255 ₽
Курс «Kubernetes комплект База+Мега» от Слёрм,"
  Длительность: 
 2 месяца
","
8.6
",90 000 ₽ 75 000 ₽
Курс «Fullstack-разработчик на Python» от Нетологии,"
  Длительность: 
 6 месяцев
","
8.6
",265 000 ₽ 159 000 ₽
Профессия «Разработчик игр на Unity с нуля» от Skillbox,"
  Длительность: 
 11 месяцев
","
8.6
",117 264 ₽ 82 085 ₽
Курс «Системный администратор» от GeekBrains,"
  Длительность: 
 7 месяцев
","
8.6
",99 500 ₽
Профессия «Fullstack-разработчик на Python» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.5
",225 745 ₽ 146 734 ₽
Профессия «Data Scientist» от Нетологии,"
  Длительность: 
 12 месяцев
","
8.5
",216 500 ₽ 129 900 ₽
Курс «Глубокое обучение» от Нетологии,"
  Длительность: 
 4 месяца
","
8.5
",45 000 ₽ 31 500 ₽
Профессия «Разработчик игр на Unity» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.5
",254 840 ₽ 152 904 ₽
Курс «Python» от HEDU,"
  Длительность: 
 1 месяц
","
8.5
",32 000 ₽
Курс «Обучение Data Sсience с нуля» от SkillFactory,"
  Длительность: 
 12 месяцев
","
8.5
",159 996 ₽ 80 004 ₽
Профессия «Data Scientist: машинное обучение» от Skillbox,"
  Длительность: 
 24 месяца
","
8.5
",98 333 ₽ 59 000 ₽
Профессия «Fullstack-разработчик на PHP» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.5
",277 859 ₽ 166 715 ₽
Курс «Fullstack разработчик JavaScript» от Otus,"
  Длительность: 
 6 месяцев
","
8.5
",75 000 ₽
Профессия «Разработчик игр на Unity с нуля до Middle» от Skillbox,"
  Длительность: 
 24 месяца
","
8.5
",296 822 ₽ 178 093 ₽
Курс «SQL-разработчик» от Skillbox,"
  Длительность: 
 4 месяца
","
8.5
",81 568 ₽ 57 098 ₽
Курс «Java-фреймворк Spring» от Skillbox,"
  Длительность: 
 4 месяца
","
8.5
",46 013 ₽ 32 209 ₽
Курс «Разработчик игр на Unreal Engine 4. Junior» от Skillbox,"
  Длительность: 
 3 месяца
","
8.5
",68 322 ₽ 47 825 ₽
Курс «Монетизация в играх» от Skillbox,"
  Длительность: 
 4 месяца
","
8.5
",68 322 ₽ 47 825 ₽
Курс «TypeScript для веб-разработчика» от Skillbox,"
  Длительность: 
 3 месяца
","
8.5
",69 396 ₽ 48 596 ₽
Курс «Основы тестирования» от Skillbox,"
  Длительность: 
 4 месяца
","
8.5
",101 775 ₽ 81 420 ₽
Профессия «Go-разработчик» от Яндекс Практикума,"
  Длительность: 
 3 месяца
","
8.5
",76 000 ₽
Интенсив «Python-разработчик» от SkillFactory,"
  Длительность: 
 3 месяца
","
8.5
",193 608 ₽ 116 160 ₽
Курс «Unity» от XYZ School,"
  Длительность: 
 5 месяцев
","
8.5
",107 071 ₽ 53 600 ₽
Курс «DevOps: быстрый старт» от ProductStar,"
  Длительность: 
 2 месяца
","
8.4
",65 000 ₽ 34 900 ₽
Профессия «Этичный хакер» от Skillfactory,"
  Длительность: 
 10 месяцев
","
8.4
",150 000 ₽ 90 000 ₽
Курс «PHP — фреймворк Symfony» от Skillbox,"
  Длительность: 
 4 месяца
","
8.3
",27 179 ₽ 21 743 ₽
Профессия «Специалист по кибербезопасности» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.3
",210 393 ₽ 126 236 ₽
Курс «Machine Learning Pro + Deep Learning» от SkillFactory,"
  Длительность: 
 6 месяцев
","
8.3
",79 900 ₽ 39 900 ₽
Курс «Программирование на C#» от Специалист.ру,"
  Длительность: 
 4 месяца
","
8.3
",29 990 ₽
Курс «Python basic» от Skillbox,"
  Длительность: 
 6 месяцев
","
8.3
",88 550 ₽ 61 985 ₽
Курс «Обучение профессии Data Science с нуля» от SkillFactory,"
  Длительность: 
 12 месяцев
","
8.3
",290 000 ₽ 174 000 ₽
Курс «SQL для менеджеров» от ProductStar,"
  Длительность: 
 4 месяца
","
8.3
",55 000 ₽ 34 900 ₽
Курс «Навыки «ZeroCoding» от ProductStar,"
  Длительность: 
 2 месяца
","
8.3
",55 000 ₽ 34 900 ₽
Курс «Старт в программировании» от Нетологии,"
  Длительность: 
 1 месяц
","
8.3
",990 ₽
Курс «Инженер по тестированию: с нуля до middle» от Нетологии,"
  Длительность: 
 6 месяцев
","
8.3
",265 000 ₽ 159 000 ₽
Курс «Автоматизированное тестирование веб-приложений на JavaScript» от Skillbox,"
  Длительность: 
 12 месяцев
","
8.3
",88 785 ₽ 71 028 ₽
Курс «Архитектура и шаблоны проектирования» от OTUS,"
  Длительность: 
 4 месяца
","
8.3
",40 000 ₽
Профессия «Программист С++» от GeekBrains,"
  Длительность: 
 12 месяцев
","
8.2
",224 500 ₽ 168 750 ₽
Курс «Java-разработчик» от Productstar,"
  Длительность: 
 6 месяцев
","
8.2
",85 000 ₽ 64 900 ₽
Курс «Machine Learning» от SkillFactory,"
  Длительность: 
 4 месяца
","
8.2
",63 000 ₽ 30 900 ₽
Курс «Основы математики для Data Science» от Skillbox,"
  Длительность: 
 4 месяца
","
8.2
",42 618 ₽ 36 225 ₽
Курс «Специалист по информационной безопасности» от Нетологии,"
  Длительность: 
 12 месяцев
","
8.2
",200 000 ₽ 120 000 ₽
Профессия «Flutter-разработчик» от Skillbox,"
  Длительность: 
 24 месяца
","
8.2
",210 393 ₽ 126 236 ₽
Курс «Администратор Linux. Базовый уровень» от OTUS,"
  Длительность: 
 4 месяца
","
8.2
",60 000 ₽
Курс «Python для фриланса» от SF Education,"
  Длительность: 
 3 месяца
","
8.2
",24 000 ₽
Факультет разработки игр на Unreal Engine 4 от GeekBrains,"
  Длительность: 
 15 месяцев
","
8.2
",249 500 ₽
Факультет 1С-разработки от GeekBrains,"
  Длительность: 
 8 месяцев
","
8.2
",174 500 ₽ 130 875 ₽
Онлайн-курс программирования 1С от Hedu,"
  Длительность: 
 3 месяца
","
8.2
",45 550 ₽ 37 550 ₽
Курс-симулятор «Тестировщик ПО» от SkillFactory,"
  Длительность: 
 12 месяцев
","
8
",99 000 ₽ 49 500 ₽
Курс «Python-фреймворк Django» от Skillbox,"
  Длительность: 
 6 месяцев
","
8
",48 300 ₽ 33 810 ₽
Курс «Математика и Machine Learning для Data Science» от SkillFactory,"
  Длительность: 
 6 месяцев
","
8
",79 900 ₽ 39 900 ₽
Курс «Веб-вёрстка» от Skillbox,"
  Длительность: 
 6 месяцев
","
8
",48 300 ₽ 33 810 ₽
Профессия «Системный аналитик PRO» от SkillFactory,"
  Длительность: 
 6 месяцев
","
8
",110 000 ₽ 66 000 ₽
Курс «Основы web-разработки с 0» от ProductStar,"
  Длительность: 
 2 месяца
","
8
",55 000 ₽ 34 900 ₽
Курс «Symfony framework» от OTUS,"
  Длительность: 
 5 месяцев
","
8
",50 000 ₽
Курс «JavaScript-разработчик» от Nordic IT,"
  Длительность: 
 4 месяца
","
8
",47 900 ₽ 17 900 ₽
Курс «iOS Developer. Basic» от OTUS,"
  Длительность: 
 5 месяцев
","
8
",50 000 ₽ 45 000 ₽
Профессия «Разработчик на Python» от Skypro,"
  Длительность: 
 12 месяцев
","
8
",139 200 ₽ 89 904 ₽
Курс «Vue.js Продвинутая веб-разработка» от Loftschool,"
  Длительность: 
 2 месяца
","
8
",45 000 ₽ 27 000 ₽
Курс «Разработчик игр на Unreal Engine 4. Junior+» от Skillbox,"
  Длительность: 
 10 месяцев
","
8
",97 463 ₽ 68 224 ₽
Профессия «Frontend-разработчик» от Loftschool,"
  Длительность: 
 3 месяца
","
8
",85 000 ₽ 51 000 ₽
Курс «PHP-разработчик. Базовый уровень» от Skillbox,"
  Длительность: 
 3 месяца
","
8
",84 870 ₽ 67 896 ₽
Курс «Основы вёрстки сайтов» от Loftschool,"
  Длительность: 
 2 месяца
","
8
",26 700 ₽ 11 200 ₽
Комплексный курс по PHP от Loftschool,"
  Длительность: 
 2 месяца
","
8
",33 300 ₽ 20 000 ₽
Курс «Разработка под Android: продвинутый уровень» от LoftSchool,"
  Длительность: 
 2 месяца
","
8
",43 300 ₽ 26 000 ₽
Курс «Разработка под Android: базовый уровень» от LoftSchool,"
  Длительность: 
 2 месяца
","
8
",40 000 ₽ 24 000 ₽
Курс «Автоматизатор тестирования на Java» от Яндекс Практикума,"
  Длительность: 
 5 месяцев
","
8
",65 000 ₽
Курс «Мидл фронтенд-разработчик» от Яндекс Практикума,"
  Длительность: 
 5 месяцев
","
8
",78 000 ₽
Курс «Мидл python-разработчик» от Яндекс Практикума,"
  Длительность: 
 6 месяцев
","
8
",85 000 ₽
Курс «Веб-разработчик с нуля» от Бруноям,"
  Длительность: 
 8 месяцев
","
8
",133 200 ₽ 79 900 ₽
Курс «Python-разработчик» от Бруноям,"
  Длительность: 
 7 месяцев
","
8
",124 800 ₽ 74 900 ₽
Курс «Selenide: тестирование c Selenium на Java» от Skillbox,"
  Длительность: 
 2 месяца
","
8
",39 864 ₽ 31 884 ₽
Курс «Тестирование веб-приложений на Python» от Яндекс Практикума,"
  Длительность: 
 2 месяца
","
8
",40 000 ₽
Курс «Kubernetes База» от Слёрм,"
  Длительность: 
 3 месяца
","
7.9
",35 000 ₽
Курс «Kubernetes Мега» от Слёрм,"
  Длительность: 
 3 месяца
","
7.9
",55 000 ₽
Курс «Машинное обучение» от Нетологии,"
  Длительность: 
 6 месяцев
","
7.8
",70 000 ₽ 49 000 ₽
Курс «Основы языка Swift» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.8
",15 000 ₽
Курс «Фреймворк Vue.js» от Skillbox,"
  Длительность: 
 4 месяца
","
7.8
",36 601 ₽ 25 621 ₽
Курс «Основы языка C#» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.8
",15 000 ₽
Курс «Web-разработчик на Python» от Otus,"
  Длительность: 
 6 месяцев
","
7.8
",70 000 ₽
Курс «Алгоритмы и структуры данных для разработчиков» от Skillbox,"
  Длительность: 
 12 месяцев
","
7.8
",58 472 ₽ 49 701 ₽
Курс «Flutter» от Skillbox,"
  Длительность: 
 4 месяца
","
7.8
",58 561 ₽ 40 993 ₽
Курс «Специалист по кибербезопасности» от Skillbox,"
  Длительность: 
 4 месяца
","
7.8
",98 300 ₽ 68 810 ₽
Курс «Математика для анализа данных» от Нетологии,"
  Длительность: 
 1 месяц
","
7.8
",25 000 ₽ 17 500 ₽
Курс «Gamecode» от XYZ School,"
  Длительность: 
 5 месяцев
","
7.8
",60 500 ₽
Профессия «Сетевой инженер» от Нетологии,"
  Длительность: 
 12 месяцев
","
7.8
",120 000 ₽ 72 000 ₽
Курс «Курс Разработка iOS приложений на Swift 5. Уровень 1» от Специалист.ру,"
  Длительность: 
 4 месяца
","
7.7
",19 990 ₽
Курс «Язык R для аналитики» от Нетологии,"
  Длительность: 
 1 месяц
","
7.7
",27 000 ₽ 18 900 ₽
Курс «Разработчик С++. Углублённый уровень» от Otus,"
  Длительность: 
 5 месяцев
","
7.7
",90 000 ₽
Курс по математике для Data Science от SkillFactory,"
  Длительность: 
 2 месяца
","
7.7
",29 833 ₽ 14 900 ₽
Курс «Программист C» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",45 000 ₽
Курс «Python developer. Basic» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",70 000 ₽
Курс «Microservice architecture» от OTUS,"
  Длительность: 
 4 месяца
","
7.7
",100 000 ₽
Курс «Подготовка к сертификации Oracle Java Programmer (OCAJP)» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",60 000 ₽
Курс «Разработчик Android. Углублённый уровень» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",65 000 ₽
Курс «Разработчик Java. Углублённый уровень» от OTUS,"
  Длительность: 
 6 месяцев
","
7.7
",100 000 ₽
Курс «Разработчик игр на Unity. Продвинутый уровень» от OTUS,"
  Длительность: 
 4 месяца
","
7.7
",60 000 ₽
Курс «Разработчик JavaScript. Углубленный уровень» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",75 000 ₽
Курс «Сетевой инженер» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",60 000 ₽
Курс «Разработчик Python. Углубленный уровень» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",80 000 ₽ 70 000 ₽
Курс «Автоматизация тестирования на Python» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",60 000 ₽
Курс «Разработчик С#. Углублённый уровень» от OTUS,"
  Длительность: 
 6 месяцев
","
7.7
",65 000 ₽
Курс «C# ASP.NET Core» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",85 000 ₽ 80 000 ₽
Курс «Администратор Linux. Углублённый уровень» от OTUS,"
  Длительность: 
 4 месяца
","
7.7
",90 000 ₽
Курс «Machine learning. Углублённый уровень» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",75 000 ₽ 70 000 ₽
Курс «Backend-разработчик на Kotlin» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",60 000 ₽ 48 000 ₽
Курс «Machine Learning. Продвинутый уровень» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",70 000 ₽ 65 000 ₽
Курс «Scala-разработчик» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",70 000 ₽
Курс «Администратор Linux. Виртуализация и кластеризация» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",80 000 ₽
Курс «NoSQL» от OTUS,"
  Длительность: 
 5 месяцев
","
7.7
",45 000 ₽
Курс «Python для решения бизнес-задач» от GeekBrains,"
  Длительность: 
 2 месяца
","
7.7
",24 500 ₽ 18 375 ₽
Курс «Ceph» от Слёрм,"
  Длительность: 
 6 месяцев
","
7.6
",60 000 ₽
Курс «React: библиотека фронтенд-разработки № 1» от Нетологии,"
  Длительность: 
 4 месяца
","
7.5
",21 000 ₽ 14 700 ₽
Курс «PHP-разработчик» от OTUS,"
  Длительность: 
 6 месяцев
","
7.5
",60 000 ₽
Курс «Работа в командной строке Bash» от Skillbox,"
  Длительность: 
 12 месяцев
","
7.5
",13 524 ₽ 11 495 ₽
Курс «Разработчик Node.js» от Otus,"
  Длительность: 
 4 месяца
","
7.5
",60 000 ₽
Курс «SRE» от Слёрм,"
  Длительность: 
 1 месяц
","
7.4
",70 000 ₽
Курс «Java. Уровень 3» от Geekbrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Алгоритмы и структуры данных. Базовый курс» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «C# ASP.NET Core. Уровень 1» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «C# ASP.NET Core. Уровень 2» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",11 970 ₽
Курс «C#. Уровень 2» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Основы реляционных баз данных» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «C#. Уровень 3» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Алгоритмы и структуры данных на Python. Базовый курс» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Профессиональная разработка Android-приложений» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Архитектура и шаблоны проектирования на Python» от GeekBrains,"
  Длительность: 
 2 месяца
","
7.3
",15 000 ₽
Курс «Разработчик IoT» от OTUS,"
  Длительность: 
 4 месяца
","
7.3
",45 000 ₽
Курс «Основы веб-разработки на Spring Framework» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Производительность iOS-приложений» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Алгоритмы и структуры на С» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Клиент-серверные приложения на Python» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
"Курс «Библиотеки Python для data science: Numpy, Matplotlib, Scikit-learn» от GeekBrains","
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Пользовательский интерфейс iOS-приложений» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Операционные системы» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Основы Django framework» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Программирование на Kotlin под Android» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",16 500 ₽
Курс «Базы данных и PyQt» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Реверс-инжиниринг. Базовый уровень» от OTUS,"
  Длительность: 
 4 месяца
","
7.3
",65 000 ₽ 48 000 ₽
Курс «Мобильный разработчик на Flutter» от OTUS,"
  Длительность: 
 4 месяца
","
7.3
",60 000 ₽
"Курс «Экосистема Hadoop, Spark, Hive» от OTUS","
  Длительность: 
 3 месяца
","
7.3
",60 000 ₽ 55 000 ₽
Курс «Game QA-engineer» от OTUS,"
  Длительность: 
 3 месяца
","
7.3
",35 000 ₽ 30 000 ₽
Курс «ReactJS. Базовый курс» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",11 970 ₽
Интерактивный курс «Компьютерные сети» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",15 000 ₽
Курс «Продвинутый курс JavaScript» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",11 970 ₽
Курс «Laravel. Глубокое погружение» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",11 970 ₽
Курс «Базовый курс PHP» от GeekBrains,"
  Длительность: 
 1 месяц
","
7.3
",11 970 ₽
Курс «Веб‑разработчик» от Яндекс Практикума,"
  Длительность: 
 10 месяцев
","
7.3
",100 000 ₽
Курс «Python-разработчик» от Яндекс Практикума,"
  Длительность: 
 9 месяцев
","
7.3
",90 000 ₽
Профессия «Айтишник» от ProductStar,"
  Длительность: 
 6 месяцев
","
7.3
",95 000 ₽ 33 000 ₽
Курс «Django: создание функциональных веб-приложений» от Нетологии,"
  Длительность: 
 4 месяца
","
7.2
",21 000 ₽ 14 700 ₽
Курс «Программирование для детей и подростков» от Hedu,"
  Длительность: 
 1 месяц
","
7.2
",30 000 ₽
Курс «VR-разработчик на Unreal Engine 4» от Skillbox,"
  Длительность: 
 2 месяца
","
7.2
",73 132 ₽ 51 192 ₽
Курс «Разработчик игр на Unity. Базовый уровень» от OTUS,"
  Длительность: 
 5 месяцев
","
7.2
",60 000 ₽
Курс «Мониторинг и логирование инфраструктуры в Kubernetes» от Слёрм,"
  Длительность: 
 1 месяц
","
7.1
",45 000 ₽
Курс «A/B-тестирование: практическое руководство» от Нетологии,"
  Длительность: 
 1 месяц
","
7
",27 000 ₽ 18 900 ₽
Курс «Deep Learning» от SkillFactory,"
  Длительность: 
 4 месяца
","
7
",63 000 ₽ 30 900 ₽
Курс «Программирование на языке R. Уровень 1 » от Cпециалист.ру,"
  Длительность: 
 4 месяца
","
7
",17 990 ₽
Курс «Основы тестирования ПО» от GeekBrains,"
  Длительность: 
 1 месяц
","
7
",24 900 ₽
Курс «Безопасность проводных и беспроводных сетей» от GeekBrains,"
  Длительность: 
 1 месяц
","
7
",16 500 ₽
Курс «Клиент-серверные iOS-приложения» от GeekBrains,"
  Длительность: 
 1 месяц
","
7
",15 000 ₽
Курс «Программирование на Python в игровой среде Minecraft» от CodeStar,"
  Длительность: 
 8 месяцев
","
7
",43 900 ₽ 28 800 ₽
Курс «Визуальное программирование на Scratch» от CodeStar,"
  Длительность: 
 8 месяцев
","
7
",41 000 ₽ 28 800 ₽
Курс «Введение в программирование» от Skillbox,"
  Длительность: 
 1 месяц
","
7
",Бесплатно
Курс «Компьютерные сети» от GeekBrains,"
  Длительность: 
 1 месяц
","
7
",15 000 ₽
Курс «Data engineering» от robot_dreams,"
  Длительность: 
 9 месяцев
","
7
",40 000 ₽
Курс «Алгоритмы и структуры данных» от Яндекс Практикума,"
  Длительность: 
 4 месяца
","
7
",62 000 ₽
Курс «React-разработчик» от Яндекс Практикума,"
  Длительность: 
 3 месяца
","
7
",51 000 ₽
Курс «JavaScript-разработчик» от Бруноям,"
  Длительность: 
 4 месяца
","
7
",66 500 ₽ 39 900 ₽
Курс «Тестировщик ПО» от Бруноям,"
  Длительность: 
 4 месяца
","
7
",83 200 ₽ 49 900 ₽
Курс «Программирование на JavaScript c Нуля до Гуру 2.0» от Михаила Русакова,"
  Длительность: 
 1 месяц
","
6.8
",7470 ₽
Курс «Тестирования ПО» от Hedu,"
  Длительность: 
 1 месяц
","
6.8
",36 400 ₽ 29 400 ₽
Курс «Yii2 Фреймворк» от FructCode,"
  Длительность: 
 1 месяц
","
6.7
",2881 ₽ 1153 ₽
Курс «Linux. Рабочая станция» от GeekBrains,"
  Длительность: 
 1 месяц
","
6.7
",15 000 ₽
Курс «Разработчик Python. Продвинутый курс» от Otus,"
  Длительность: 
 6 месяцев
","
6.7
",70 000 ₽
Курс «Реверс-инжиниринг. Продвинутый» от OTUS,"
  Длительность: 
 4 месяца
","
6.7
",25 000 ₽
Интенсив «DevOps и Infrastructure as code на Ansible» от OTUS,"
  Длительность: 
 1 месяц
","
6.7
",30 000 ₽
Курс «Основы вёрстки сайтов» от Nordic IT,"
  Длительность: 
 2 месяца
","
6.7
",19 900 ₽
Курс «React.js. Разработка веб-приложений» от Loftschool,"
  Длительность: 
 2 месяца
","
6.7
",45 000 ₽ 27 000 ₽
Курс «Профессиональная верстка» от GeekBrains,"
  Длительность: 
 1 месяц
","
6.7
",11 970 ₽
Курс «Deep learning» от robot_dreams,"
  Длительность: 
 2 месяца
","
6.7
",64 000 ₽
Курс «Инженер по тестированию» от Яндекс Практикума,"
  Длительность: 
 4 месяца
","
6.7
",60 000 ₽
Курс «Bootstrap 4» от Fructcode,"
  Длительность: 
 1 месяц
","
6.5
",2855 ₽ 1142 ₽
Курс «Modern Javascript» от FructCode,"
  Длительность: 
 1 месяц
","
6.5
",2140 ₽ 860 ₽
Курс «JavaScript для начинающих программистов» от OTUS,"
  Длительность: 
 1 месяц
","
6.5
",15 000 ₽
Курс «CodeIgniter» от FructCode,"
  Длительность: 
 1 месяц
","
6.3
",2890 ₽
"Курс «Автоматизация задач администрирования, написание Bash-скриптов» от Академии ЛАНИТ","
  Длительность: 
 1 месяц
","
6.3
",21 200 ₽
Курс «Как стать программистом» от GeekBrains,"
  Длительность: 
 1 месяц
","
6.3
",5000 ₽
Курс «Программирование на Python» от Skysmart,"
  Длительность: 
 6 месяцев
","
6.3
",29 900 ₽
Курс «AR. Приложение дополненной реальности» от GeekBrains,"
  Длительность: 
 1 месяц
","
6.3
",5000 ₽
Курс «Node.js» от GeekBrains,"
  Длительность: 
 1 месяц
","
6.3
",16 500 ₽
Курс «Java» от HEDU,"
  Длительность: 
 1 месяц
","
6.2
",25 800 ₽
Курс «Javascript / jQuery» от FructCode,"
  Длительность: 
 1 месяц
","
6
",2100 ₽ 890 ₽
Курс «Git: подготовка к курсам Слёрма» от Слёрм,"
  Длительность: 
 1 месяц
","
6
",Бесплатно
Курс «Linux/GIT/Hosting» от FructCode,"
  Длительность: 
 1 месяц
","
5.7
",2881 ₽ 1153 ₽
Курс «Философия искусственного интеллекта» от Skillbox,"
  Длительность: 
 1 месяц
","
5.5
",54 395 ₽ 40 796 ₽
Интенсив «Централизованные системы логирования Elastic stack» от OTUS,"
  Длительность: 
 1 месяц
","
5.3
",25 000 ₽ 22 500 ₽
Курс «HTML/CSS» от FructCode,"
  Длительность: 
 1 месяц
","
5.3
",1400 ₽ 570 ₽
Курс «Веб-разработка на PHP» от GeekBrains,"
  Длительность: 
 1 месяц
","
5.2
",Бесплатно
Курс «Администратор Битрикс24 Коробка: CRM» от Дело системы,"
  Длительность: 
 1 месяц
","
5
",16 000 ₽
Курс «Python для начинающих программистов» от Otus,"
  Длительность: 
 1 месяц
","
5
",15 000 ₽
Курс «Ручное тестирование» от OTUS,"
  Длительность: 
 2 месяца
","
5
",8000 ₽
Курс «Linux для начинающих» от OTUS,"
  Длительность: 
 2 месяца
","
5
",15 000 ₽
Курс «Основы кибербезопасности» от Нетологии,"
  Длительность: 
 1 месяц
","
4.6
",790 ₽
Курс «Оптимизации запросов MySQL» от GeekBrains,"
  Длительность: 
 1 месяц
","
4.3
",500 ₽
Курс «DevOps marathon» от OTUS,"
  Длительность: 
 1 месяц
","
4.3
",3000 ₽
Курс «PHP/MySQL» от FructCode,"
  Длительность: 
 1 месяц
","
4.3
",570 ₽
Курс «Python для непрограммистов» от SkillFactory,"
  Длительность: 
 1 месяц
","
4
",Бесплатно
Курс «Bootstrap 3» от FructCode,"
  Длительность: 
 1 месяц
","
3.8
",2100 ₽ 890 ₽
Курс «Основы SQL» от Udemy,"
  Длительность: 
 1 месяц
","
3.7
",1790 ₽
